sheet,scope,jurisdiction,sub_jurisdiction,industry_or_topic,entity_type,entity_name,office_or_role,current_holder,priority,why_it_matters,source_url,rss_url,notes
Public_Figures_Canada,federal,Canada,,Housing,Person,Gregor Robertson,"Minister of Housing, Infrastructure and Communities",,1,"Housing starts, infrastructure bank, transit investment",https://infrastructure.gc.ca,,
Public_Figures_Canada,federal,Canada,,International Trade,Person,Maninder Sidhu,Minister of International Trade,,1,"CUSMA, trade diversification, export promotion, tariff response",https://international.gc.ca,,
Public_Figures_Canada,federal,Canada,,Monetary Policy,Person,Tiff Macklem,Governor of the Bank of Canada,,1,"Interest rates, inflation targeting, financial stability, QT/QE",https://bankofcanada.ca,,Term to 2027
Public_Figures_Canada,federal,Canada,,Statistics,Person,Andre Loranger,Chief Statistician of Canada,,2,"GDP, CPI, LFS data quality, census, national accounts",https://statcan.gc.ca,,
Public_Figures_Canada,federal,Canada,,Energy Regulation,Person,Melanie Debassige,CEO Canada Energy Regulator,,2,"Pipeline/transmission approvals, energy exports, Indigenous consultation",https://cer-rec.gc.ca,,
Public_Figures_Canada,federal,Canada,,Impact Assessment,Person,Terence Hubbard,President IAAC,,2,"Major project environmental/impact assessments",https://iaac-aeic.gc.ca,,
Public_Figures_Canada,municipal,Canada,ON,Municipal,Person,Olivia Chow,Mayor of Toronto,,2,"Canada's largest city, housing, transit, immigration settlement",https://www.toronto.ca,,
Public_Figures_Canada,municipal,Canada,QC,Municipal,Person,Valerie Plante,Mayor of Montreal,,2,"Second-largest city, aerospace/AI corridor, cultural industries",https://www.montreal.ca,,
Public_Figures_Canada,municipal,Canada,BC,Municipal,Person,Ken Sim,Mayor of Vancouver,,2,"West Coast gateway, housing crisis, port city, tech hub",https://www.vancouver.ca,,ABC party
Public_Figures_Canada,municipal,Canada,AB,Municipal,Person,Jyoti Gondek,Mayor of Calgary,,2,"Energy HQ, fastest-growing CMA, economic diversification",https://www.calgary.ca,,
Public_Figures_Canada,municipal,Canada,AB,Municipal,Person,Amarjeet Sohi,Mayor of Edmonton,,2,"Petrochemicals hub, logistics, provincial capital",https://www.edmonton.ca,,
Public_Figures_Canada,municipal,Canada,ON,Municipal,Person,Mark Sutcliffe,Mayor of Ottawa,,2,"National capital, federal government hub, tech sector",https://www.ottawa.ca,,
Public_Figures_Canada,municipal,Canada,QC,Municipal,Person,Bruno Marchand,Mayor of Quebec City,,2,"Provincial capital, defence procurement, insurance/tech",https://www.ville.quebec.qc.ca,,
Public_Figures_Canada,municipal,Canada,NS,Municipal,Person,Andy Fillmore,Mayor of Halifax,,2,"Atlantic hub, military, ocean tech, immigration gateway",https://www.halifax.ca,,
Global_Watchlist,international,US,,Government,Person,Donald Trump,President of the United States,,1,"US trade policy, tariffs on Canada, energy policy, NATO",https://www.whitehouse.gov,,47th President
Global_Watchlist,international,US,,Finance,Person,Scott Bessent,US Secretary of the Treasury,,1,"US fiscal policy, bond markets, sanctions, CFIUS",https://home.treasury.gov,,
Global_Watchlist,international,US,,Monetary Policy,Person,Jerome Powell,Chair of the Federal Reserve,,1,"US interest rates, inflation, global liquidity, USD strength",https://www.federalreserve.gov,,Term to 2026
Global_Watchlist,international,US,,Trade,Person,Jamieson Greer,US Trade Representative,,1,"CUSMA enforcement, tariffs, trade disputes with Canada",https://ustr.gov,,
Global_Watchlist,international,US,,Trade/Commerce,Person,Howard Lutnick,US Secretary of Commerce,,1,"Export controls, tariff implementation, trade data",https://www.commerce.gov,,
Global_Watchlist,international,US,,Energy,Person,Chris Wright,US Secretary of Energy,,1,"US energy policy, LNG exports, nuclear, grid reliability",https://www.energy.gov,,
Global_Watchlist,international,US,,Government,Agency,White House / NEC / CEA,Economic Advisory,,1,"US economic strategy, executive orders, deregulation agenda",https://www.whitehouse.gov,,National Economic Council + Council of Economic Advisers
Global_Watchlist,international,US,,Finance,Agency,US Department of the Treasury,Fiscal/Monetary Policy,,1,"US debt management, sanctions, IRS, tax policy",https://home.treasury.gov,,
Global_Watchlist,international,US,,Monetary Policy,Agency,Federal Reserve System,Central Bank,,1,"Federal funds rate, QT, banking supervision, financial stability",https://www.federalreserve.gov,,12 regional banks + Board of Governors
Global_Watchlist,international,US,,Trade,Agency,Office of the US Trade Representative (USTR),Trade Negotiation,,1,"CUSMA disputes, Section 301, trade agreements",https://ustr.gov,,
Global_Watchlist,international,US,,Trade/Commerce,Agency,US Department of Commerce,Trade/Industry,,1,"Export controls, BIS, Census trade data, ITA",https://www.commerce.gov,,Bureau of Industry and Security
Global_Watchlist,international,US,,Energy,Agency,US Department of Energy (DOE),Energy Policy,,1,"LNG export permits, SPR, clean energy, nuclear",https://www.energy.gov,,
Global_Watchlist,international,US,,Foreign Policy,Agency,US Department of State,Diplomacy,,2,"US-Canada bilateral relations, Arctic policy, sanctions",https://www.state.gov,,
Global_Watchlist,international,US,,Defence,Agency,US Department of Defense (Pentagon),Military/Procurement,,2,"NORAD, defence procurement, Arctic security, NATO",https://www.defense.gov,,
Global_Watchlist,international,China,,Government,Person,Xi Jinping,President of the People's Republic of China,,1,"Global trade dynamics, commodity demand, geopolitics",https://english.www.gov.cn,,General Secretary CPC
Global_Watchlist,international,China,,Monetary Policy,Person,Pan Gongsheng,Governor of the People's Bank of China,,1,"Yuan policy, capital flows, monetary easing, reserve management",http://www.pbc.gov.cn/en,,
Global_Watchlist,international,China,,Trade,Person,Wang Wentao,Minister of Commerce (MOFCOM),,1,"China trade policy, retaliatory tariffs, commodity imports",http://english.mofcom.gov.cn,,
Global_Watchlist,international,China,,Economic Planning,Person,Zheng Shanjie,Chairman of NDRC,,1,"China industrial policy, investment planning, commodity controls",https://en.ndrc.gov.cn,,National Development and Reform Commission
Global_Watchlist,international,China,,Monetary Policy,Agency,People's Bank of China (PBOC),Central Bank,,1,"Yuan exchange rate, reserve requirements, lending rates",http://www.pbc.gov.cn/en,,
Global_Watchlist,international,China,,Trade,Agency,Ministry of Commerce (MOFCOM),Trade Policy,,1,"Import/export controls, anti-dumping, trade negotiations",http://english.mofcom.gov.cn,,
Global_Watchlist,international,China,,Economic Planning,Agency,National Development and Reform Commission (NDRC),Economic Planning,,1,"Five-year plans, infrastructure investment, price controls",https://en.ndrc.gov.cn,,
Global_Watchlist,international,China,,State-Owned Enterprises,Agency,State-owned Assets Supervision and Administration Commission (SASAC),SOE Oversight,,2,"China SOE strategy, overseas investment, commodity procurement",http://en.sasac.gov.cn,,
Global_Watchlist,international,China,,Trade,Agency,General Administration of Customs,Trade Data,,2,"China trade statistics, import/export volumes, commodity flows",http://english.customs.gov.cn,,
Global_Watchlist,international,EU,,Government,Person,Ursula von der Leyen,President of the European Commission,,1,"EU trade policy, Green Deal, regulatory frameworks",https://ec.europa.eu,,
Global_Watchlist,international,EU,,Monetary Policy,Person,Christine Lagarde,President of the European Central Bank,,1,"Eurozone rates, inflation, financial stability, EUR strength",https://www.ecb.europa.eu,,
Global_Watchlist,international,EU,,Trade,Person,Maros Sefcovic,Executive VP / Trade Commissioner,,1,"EU-Canada CETA, trade disputes, supply chain diversification",https://ec.europa.eu/commission,,
Global_Watchlist,international,EU,,Government,Agency,European Commission,EU Executive,,1,"EU legislation, trade agreements, competition, Green Deal",https://ec.europa.eu,,
Global_Watchlist,international,EU,,Monetary Policy,Agency,European Central Bank (ECB),Central Bank,,1,"Eurozone monetary policy, banking supervision, TARGET2",https://www.ecb.europa.eu,,
Global_Watchlist,international,EU,,Trade,Agency,DG Trade (European Commission),Trade Policy,,2,"CETA implementation, WTO, bilateral trade agreements",https://policy.trade.ec.europa.eu,,
Global_Watchlist,international,UK,,Government,Person,Keir Starmer,Prime Minister of the United Kingdom,,1,"UK trade policy, CPTPP, financial services, energy transition",https://www.gov.uk/government/organisations/prime-ministers-office-10-downing-street,,Labour government
Global_Watchlist,international,UK,,Finance,Person,Rachel Reeves,Chancellor of the Exchequer,,1,"UK fiscal policy, budget, tax, financial regulation",https://www.gov.uk/government/organisations/hm-treasury,,
Global_Watchlist,international,UK,,Monetary Policy,Person,Andrew Bailey,Governor of the Bank of England,,1,"UK rates, inflation, GBP, financial stability",https://www.bankofengland.co.uk,,
Global_Watchlist,international,UK,,Trade/Business,Person,Jonathan Reynolds,Secretary of State for Business and Trade,,1,"UK-Canada trade, CPTPP, investment, industrial strategy",https://www.gov.uk/government/organisations/department-for-business-and-trade,,
Global_Watchlist,international,UK,,Finance,Agency,HM Treasury,Fiscal Policy,,1,"UK budget, tax policy, financial regulation framework",https://www.gov.uk/government/organisations/hm-treasury,,
Global_Watchlist,international,UK,,Monetary Policy,Agency,Bank of England (BoE),Central Bank,,1,"UK monetary policy, prudential regulation, FPC",https://www.bankofengland.co.uk,,
Global_Watchlist,international,UK,,Trade/Business,Agency,Department for Business and Trade (DBT),Trade/Industry,,2,"UK trade promotion, investment, CPTPP, business regulation",https://www.gov.uk/government/organisations/department-for-business-and-trade,,
Global_Watchlist,international,Japan,,Monetary Policy,Person,Kazuo Ueda,Governor of the Bank of Japan,,2,"JPY policy, yield curve control, global liquidity impact",https://www.boj.or.jp/en,,
Global_Watchlist,international,Japan,,Government,Person,Shigeru Ishiba,Prime Minister of Japan,,2,"Japan trade, CPTPP, auto exports, semiconductor policy",https://japan.kantei.go.jp,,
Global_Watchlist,international,Japan,,Monetary Policy,Agency,Bank of Japan (BoJ),Central Bank,,2,"Japanese monetary policy, JPY, global capital flows",https://www.boj.or.jp/en,,
Global_Watchlist,international,OPEC+,,Energy,Agency,OPEC+,Oil Cartel,,1,"Oil production quotas, crude price impact on CAD and Alberta revenues",https://www.opec.org,,Saudi-Russia led
Global_Watchlist,international,Global,,Trade,Agency,World Trade Organization (WTO),Trade Rules,,2,"Trade dispute resolution, tariff rules, multilateral framework",https://www.wto.org,,
Provincial_Dept_Officials,provincial,BC,,Government,Person,David Eby,Premier,David Eby,1,"Head of BC government, sets overall policy direction",https://news.gov.bc.ca/ministries/premier,,NDP
Provincial_Dept_Officials,provincial,BC,,Finance,Person,Brenda Bailey,Minister of Finance,Brenda Bailey,1,"BC budget, tax policy, economic forecasts",https://news.gov.bc.ca/ministries/finance,,
Provincial_Dept_Officials,provincial,BC,,Energy,Person,Josie Osborne,"Minister of Energy, Mines and Low Carbon Innovation",Josie Osborne,2,"BC energy policy, mining regulation, LNG",https://news.gov.bc.ca/ministries/energy-mines-and-low-carbon-innovation,,
Provincial_Dept_Officials,provincial,BC,,Transportation,Person,Rob Fleming,Minister of Transportation and Infrastructure,Rob Fleming,2,"BC highways, transit, infrastructure projects",https://news.gov.bc.ca/ministries/transportation-and-infrastructure,,
Provincial_Dept_Officials,provincial,BC,,Housing,Person,Ravi Kahlon,Minister of Housing,Ravi Kahlon,2,"BC housing policy, affordability, construction targets",https://news.gov.bc.ca/ministries/housing,,
Provincial_Dept_Officials,provincial,BC,,Environment,Person,George Heyman,Minister of Environment and Climate Change Strategy,George Heyman,2,"BC environmental policy, climate action, carbon tax",https://news.gov.bc.ca/ministries/environment-and-climate-change-strategy,,
Provincial_Dept_Officials,provincial,BC,,Economic Development,Person,Brenda Bailey,"Minister of Jobs, Economic Development and Innovation",Brenda Bailey,2,"BC business incentives, trade, innovation",https://news.gov.bc.ca/ministries/jobs-economic-development-and-innovation,,Dual with Finance
Provincial_Dept_Officials,provincial,BC,,Agriculture,Person,Lana Popham,Minister of Agriculture and Food,Lana Popham,2,"BC agriculture, food security, wine industry",https://news.gov.bc.ca/ministries/agriculture-and-food,,
Provincial_Dept_Officials,provincial,BC,,Labour,Person,Harry Bains,Minister of Labour,Harry Bains,2,"BC labour standards, WorkSafeBC, trades training",https://news.gov.bc.ca/ministries/labour,,
Provincial_Dept_Officials,provincial,BC,,Forestry,Person,Bruce Ralston,Minister of Forests,Bruce Ralston,2,"BC forestry policy, timber supply, old growth",https://news.gov.bc.ca/ministries/forests,,
Provincial_Dept_Officials,provincial,BC,,Indigenous Relations,Person,Murray Rankin,Minister of Indigenous Relations and Reconciliation,Murray Rankin,2,"BC First Nations consultation, treaty negotiations",https://news.gov.bc.ca/ministries/indigenous-relations-and-reconciliation,,
Provincial_Dept_Officials,provincial,BC,,Government,Person,Shannon Salter,Deputy Minister to the Premier / Head of BC Public Service,Shannon Salter,2,"Top BC bureaucrat, coordinates deputy ministers",https://www2.gov.bc.ca,,
Provincial_Dept_Officials,provincial,BC,,Utilities Regulation,Person,,Chair of BC Utilities Commission,,2,"BC electricity/gas rate regulation",https://www.bcuc.com,,
Provincial_Dept_Officials,provincial,BC,,Crown Corp,Person,,CEO of BC Hydro,,2,"BC electricity generation, Site C, clean energy",https://www.bchydro.com,,
Provincial_Dept_Officials,provincial,BC,,Crown Corp,Person,,CEO of ICBC,,3,"BC auto insurance, claims, rates",https://www.icbc.com,,
Provincial_Dept_Officials,provincial,AB,,Government,Person,Danielle Smith,Premier,Danielle Smith,1,"Head of AB government, energy sovereignty, investment attraction",https://www.alberta.ca/premier,,UCP
Provincial_Dept_Officials,provincial,AB,,Finance,Person,Nate Horner,President of Treasury Board and Minister of Finance,Nate Horner,1,"AB budget, Heritage Fund, fiscal policy",https://www.alberta.ca/treasury-board-and-finance,,
Provincial_Dept_Officials,provincial,AB,,Energy,Person,Brian Jean,Minister of Energy and Minerals,Brian Jean,2,"AB oil/gas policy, royalties, petrochemicals",https://www.alberta.ca/energy-and-minerals,,
Provincial_Dept_Officials,provincial,AB,,Transportation,Person,Devin Dreeshen,Minister of Transportation and Economic Corridors,Devin Dreeshen,2,"AB highways, economic corridors, trade routes",https://www.alberta.ca/transportation-and-economic-corridors,,
Provincial_Dept_Officials,provincial,AB,,Housing,Person,Jason Nixon,Minister of Seniors Community and Social Services,Jason Nixon,2,"AB housing, seniors care, social services",https://www.alberta.ca/seniors-community-and-social-services,,
Provincial_Dept_Officials,provincial,AB,,Environment,Person,Rebecca Schulz,Minister of Environment and Protected Areas,Rebecca Schulz,2,"AB environmental monitoring, parks, tailings ponds",https://www.alberta.ca/environment-and-protected-areas,,
Provincial_Dept_Officials,provincial,AB,,Economic Development,Person,Matt Jones,"Minister of Jobs, Economy and Trade",Matt Jones,2,"AB economic diversification, investment attraction, trade",https://www.alberta.ca/jobs-economy-and-trade,,
Provincial_Dept_Officials,provincial,AB,,Agriculture,Person,RJ Sigurdson,Minister of Agriculture and Irrigation,RJ Sigurdson,2,"AB agriculture, irrigation, food processing",https://www.alberta.ca/agriculture-and-irrigation,,
Provincial_Dept_Officials,provincial,AB,,Labour,Person,Matt Jones,Minister of Jobs/Economy/Trade (includes labour),Matt Jones,2,"AB labour market, skills training, workforce",https://www.alberta.ca/jobs-economy-and-trade,,
Provincial_Dept_Officials,provincial,AB,,Health,Person,Adriana LaGrange,Minister of Health,Adriana LaGrange,2,"AB healthcare system, capital projects, AHS restructuring",https://www.alberta.ca/health,,
Provincial_Dept_Officials,provincial,AB,,Government,Person,,Deputy Minister of Executive Council,Clerk of Executive Council,2,"Top AB bureaucrat, coordinates government",https://www.alberta.ca,,
Provincial_Dept_Officials,provincial,AB,,Energy Regulation,Person,,CEO of Alberta Energy Regulator,,2,"AB oil/gas/pipeline approvals, environmental compliance",https://www.aer.ca,,
Provincial_Dept_Officials,provincial,AB,,Utilities Regulation,Person,,Chair of Alberta Utilities Commission,,2,"AB electricity/gas rate regulation",https://www.auc.ab.ca,,
Provincial_Dept_Officials,provincial,AB,,Crown Corp,Person,,President of Alberta Investment Management Corp (AIMCo),,2,"AB pension/endowment investment, Heritage Fund manager",https://www.aimco.ca,,
Provincial_Dept_Officials,provincial,AB,,Crown Corp,Person,,President of ATB Financial,,3,"AB Crown financial institution",https://www.atb.com,,
Provincial_Dept_Officials,provincial,SK,,Government,Person,Scott Moe,Premier,Scott Moe,1,"Head of SK government, resource development, trade",https://www.saskatchewan.ca/government,,Saskatchewan Party
Provincial_Dept_Officials,provincial,SK,,Finance,Person,Donna Harpauer,Minister of Finance,Donna Harpauer,1,"SK budget, fiscal management, equalization",https://www.saskatchewan.ca/government/government-structure/ministries/finance,,
Provincial_Dept_Officials,provincial,SK,,Energy,Person,Jim Reiter,Minister of Energy and Resources,Jim Reiter,2,"SK oil/gas, potash, uranium, helium policy",https://www.saskatchewan.ca/government/government-structure/ministries/energy-and-resources,,
Provincial_Dept_Officials,provincial,SK,,Transportation,Person,Fred Bradshaw,Minister of Highways,Fred Bradshaw,2,"SK highway infrastructure, transportation corridors",https://www.saskatchewan.ca/government/government-structure/ministries/highways,,
Provincial_Dept_Officials,provincial,SK,,Trade,Person,Jeremy Harrison,Minister of Trade and Export Development,Jeremy Harrison,2,"SK trade, export promotion, investment attraction",https://www.saskatchewan.ca/government/government-structure/ministries/trade-and-export-development,,
Provincial_Dept_Officials,provincial,SK,,Agriculture,Person,David Marit,Minister of Agriculture,David Marit,2,"SK crop/livestock policy, irrigation, food processing",https://www.saskatchewan.ca/government/government-structure/ministries/agriculture,,
Provincial_Dept_Officials,provincial,SK,,Environment,Person,Dana Skoropad,Minister of Environment,Dana Skoropad,2,"SK environmental regulation, water management",https://www.saskatchewan.ca/government/government-structure/ministries/environment,,
Provincial_Dept_Officials,provincial,SK,,Labour,Person,Don Morgan,Minister of Labour Relations and Workplace Safety,Don Morgan,2,"SK labour standards, workplace safety",https://www.saskatchewan.ca/government/government-structure/ministries/labour-relations-and-workplace-safety,,
Provincial_Dept_Officials,provincial,SK,,Housing,Person,,Minister of Social Services,,2,"SK housing, social assistance",https://www.saskatchewan.ca/government/government-structure/ministries/social-services,,
Provincial_Dept_Officials,provincial,SK,,Government,Person,,Deputy Minister to the Premier / Cabinet Secretary,,2,"Top SK bureaucrat, coordinates government",https://www.saskatchewan.ca,,
Provincial_Dept_Officials,provincial,SK,,Crown Corp,Person,,President of SaskPower,,2,"SK electricity generation and distribution",https://www.saskpower.com,,
Provincial_Dept_Officials,provincial,SK,,Crown Corp,Person,,President of SaskEnergy,,2,"SK natural gas distribution",https://www.saskenergy.com,,
Provincial_Dept_Officials,provincial,SK,,Crown Corp,Person,,President of SaskTel,,3,"SK telecommunications Crown corp",https://www.sasktel.com,,
Provincial_Dept_Officials,provincial,SK,,Crown Corp,Person,,President of SGI,,3,"SK auto insurance and property/casualty",https://www.sgi.sk.ca,,
Provincial_Dept_Officials,provincial,SK,,Mining Regulation,Person,,Chair of SK Environmental Assessment Board,,2,"SK major project environmental reviews",https://www.saskatchewan.ca,,
Provincial_Dept_Officials,provincial,MB,,Government,Person,Wab Kinew,Premier,Wab Kinew,1,"Head of MB government, reconciliation, economic development",https://www.gov.mb.ca/premier/,,NDP
Provincial_Dept_Officials,provincial,MB,,Finance,Person,Adrien Sala,Minister of Finance,Adrien Sala,1,"MB budget, fiscal framework, tax policy",https://www.gov.mb.ca/finance/,,
Provincial_Dept_Officials,provincial,MB,,Economic Development,Person,Jamie Moses,"Minister of Economic Development, Investment and Trade",Jamie Moses,2,"MB investment attraction, trade, business support",https://www.gov.mb.ca/jec/,,
Provincial_Dept_Officials,provincial,MB,,Transportation,Person,Lisa Naylor,Minister of Transportation and Infrastructure,Lisa Naylor,2,"MB highways, infrastructure, flood protection",https://www.gov.mb.ca/mit/,,
Provincial_Dept_Officials,provincial,MB,,Agriculture,Person,Ron Kostyshyn,Minister of Agriculture,Ron Kostyshyn,2,"MB agriculture, crop insurance, food processing",https://www.gov.mb.ca/agriculture/,,
Provincial_Dept_Officials,provincial,MB,,Environment,Person,Tracy Schmidt,"Minister of Environment and Climate Change",Tracy Schmidt,2,"MB environmental regulation, climate policy, Lake Winnipeg",https://www.gov.mb.ca/sd/,,
Provincial_Dept_Officials,provincial,MB,,Labour,Person,Malaya Guida Lewandoski,Minister of Labour and Immigration,Malaya Guida Lewandoski,2,"MB labour standards, immigration, workforce",https://www.gov.mb.ca/labour/,,
Provincial_Dept_Officials,provincial,MB,,Housing,Person,Bernadette Smith,Minister of Housing/Homelessness and Addictions,Bernadette Smith,2,"MB housing affordability, social housing",https://www.gov.mb.ca/housing/,,
Provincial_Dept_Officials,provincial,MB,,Health,Person,Uzoma Asagwara,Minister of Health,Uzoma Asagwara,2,"MB healthcare, capital projects, workforce",https://www.gov.mb.ca/health/,,
Provincial_Dept_Officials,provincial,MB,,Government,Person,,Clerk of the Executive Council,,2,"Top MB bureaucrat",https://www.gov.mb.ca,,
Provincial_Dept_Officials,provincial,MB,,Crown Corp,Person,,President of Manitoba Hydro,,2,"MB electricity/gas, major dam projects",https://www.hydro.mb.ca,,
Provincial_Dept_Officials,provincial,MB,,Energy,Person,,Minister of Northern and Indigenous Relations,,2,"MB northern development, resource access",https://www.gov.mb.ca,,
Provincial_Dept_Officials,provincial,MB,,Municipal,Person,,Minister of Municipal and Northern Relations,,2,"MB municipal affairs, northern communities",https://www.gov.mb.ca,,
Provincial_Dept_Officials,provincial,MB,,Crown Corp,Person,,CEO of Manitoba Public Insurance,,3,"MB auto insurance",https://www.mpi.mb.ca,,
Provincial_Dept_Officials,provincial,MB,,Crown Corp,Person,,CEO of Manitoba Liquor & Lotteries,,3,"MB Crown gaming/liquor revenue",https://www.mbll.ca,,
Provincial_Dept_Officials,provincial,ON,,Government,Person,Doug Ford,Premier,Doug Ford,1,"Head of ON government, major infrastructure, housing push",https://news.ontario.ca/en/office/premier,,PC government
Provincial_Dept_Officials,provincial,ON,,Finance,Person,Peter Bethlenfalvy,Minister of Finance,Peter Bethlenfalvy,1,"ON budget, largest provincial fiscal impact, tax policy",https://news.ontario.ca/en/ministry/finance,,
Provincial_Dept_Officials,provincial,ON,,Energy,Person,Todd Smith,Minister of Energy,Todd Smith,2,"ON nuclear refurbishment, grid expansion, SMRs",https://news.ontario.ca/en/ministry/energy,,
Provincial_Dept_Officials,provincial,ON,,Transportation,Person,Caroline Mulroney,Minister of Transportation,Caroline Mulroney,2,"ON highway 413, transit, GO expansion",https://news.ontario.ca/en/ministry/transportation,,
Provincial_Dept_Officials,provincial,ON,,Housing,Person,Steve Clark,"Minister of Municipal Affairs and Housing",Steve Clark,2,"ON housing targets, zoning reform, development charges",https://news.ontario.ca/en/ministry/municipal-affairs-and-housing,,
Provincial_Dept_Officials,provincial,ON,,Economic Development,Person,Vic Fedeli,"Minister of Economic Development, Job Creation and Trade",Vic Fedeli,2,"ON investment attraction, trade offices, EV supply chain",https://news.ontario.ca/en/ministry/economic-development-job-creation-and-trade,,
Provincial_Dept_Officials,provincial,ON,,Environment,Person,David Piccini,Minister of the Environment Conservation and Parks,David Piccini,2,"ON environmental assessments, conservation, climate",https://news.ontario.ca/en/ministry/environment-conservation-and-parks,,
Provincial_Dept_Officials,provincial,ON,,Agriculture,Person,Lisa Thompson,Minister of Agriculture Food and Rural Affairs,Lisa Thompson,2,"ON agriculture, food processing, rural economic development",https://news.ontario.ca/en/ministry/agriculture-food-and-rural-affairs,,
Provincial_Dept_Officials,provincial,ON,,Labour,Person,David Piccini,Minister of Labour/Immigration/Training/Skills Dev,David Piccini,2,"ON labour standards, apprenticeships, WSIB",https://news.ontario.ca/en/ministry/labour-immigration-training-and-skills-development,,
Provincial_Dept_Officials,provincial,ON,,Mining,Person,George Pirie,Minister of Mines,George Pirie,2,"ON Ring of Fire, mining regulation, critical minerals",https://news.ontario.ca/en/ministry/mines,,
Provincial_Dept_Officials,provincial,ON,,Health,Person,Sylvia Jones,Minister of Health,Sylvia Jones,2,"ON healthcare, hospital capital, health workforce",https://news.ontario.ca/en/ministry/health,,
Provincial_Dept_Officials,provincial,ON,,Government,Person,,Secretary of the Cabinet / Head of the ON Public Service,,2,"Top ON bureaucrat, coordinates deputies",https://www.ontario.ca,,
Provincial_Dept_Officials,provincial,ON,,Crown Corp,Person,,CEO of Ontario Power Generation (OPG),,2,"ON nuclear/hydro generation, Darlington refurbishment, SMRs",https://www.opg.com,,
Provincial_Dept_Officials,provincial,ON,,Crown Corp,Person,,CEO of Metrolinx,,2,"ON Greater Toronto transit, GO expansion, Ontario Line",https://www.metrolinx.com,,
Provincial_Dept_Officials,provincial,ON,,Utilities Regulation,Person,,CEO of Ontario Energy Board (OEB),,2,"ON electricity/gas rate regulation, market oversight",https://www.oeb.ca,,
Provincial_Dept_Officials,provincial,QC,,Government,Person,Francois Legault,Premier,Francois Legault,1,"Head of QC government, Quebec economic nationalism, language",https://www.quebec.ca/gouvernement/premier-ministre,,CAQ government
Provincial_Dept_Officials,provincial,QC,,Finance,Person,Eric Girard,Minister of Finance,Eric Girard,1,"QC budget, Caisse de depot direction, tax policy",https://www.finances.gouv.qc.ca,,
Provincial_Dept_Officials,provincial,QC,,Economy,Person,Pierre Fitzgibbon,"Minister of Economy, Innovation and Energy",Pierre Fitzgibbon,2,"QC battery/EV supply chain, energy strategy, Quebec Inc",https://www.economie.gouv.qc.ca,,
Provincial_Dept_Officials,provincial,QC,,Transport,Person,Francois Bonnardel,Minister of Transport and Sustainable Mobility,Francois Bonnardel,2,"QC highways, REM, public transit",https://www.transports.gouv.qc.ca,,
Provincial_Dept_Officials,provincial,QC,,Environment,Person,Benoit Charette,"Minister of Environment, Fight Against Climate Change, Wildlife and Parks",Benoit Charette,2,"QC environmental regulation, climate plan, BAPE",https://www.environnement.gouv.qc.ca,,
Provincial_Dept_Officials,provincial,QC,,Natural Resources,Person,Maite Blanchette Vezina,"Minister of Natural Resources and Forests",Maite Blanchette Vezina,2,"QC forestry, mining, critical minerals",https://mern.gouv.qc.ca,,
Provincial_Dept_Officials,provincial,QC,,Agriculture,Person,Andre Lamontagne,"Minister of Agriculture, Fisheries and Food",Andre Lamontagne,2,"QC agriculture, food sovereignty, supply management",https://www.mapaq.gouv.qc.ca,,
Provincial_Dept_Officials,provincial,QC,,Labour,Person,Jean Boulet,"Minister of Labour",Jean Boulet,2,"QC labour standards, CNESST, workforce training",https://www.travail.gouv.qc.ca,,
Provincial_Dept_Officials,provincial,QC,,Housing,Person,France-Elaine Duranceau,Minister of Housing,France-Elaine Duranceau,2,"QC housing supply, rent regulation, SHQ",https://www.quebec.ca/gouvernement,,
Provincial_Dept_Officials,provincial,QC,,Government,Person,,Secretary General of the Executive Council,,2,"Top QC bureaucrat, coordinates government",https://www.quebec.ca,,
Provincial_Dept_Officials,provincial,QC,,Crown Corp,Person,,President of Hydro-Quebec,,1,"QC electricity, major dams, export contracts, green hydrogen",https://www.hydroquebec.com,,Largest Crown corp
Provincial_Dept_Officials,provincial,QC,,Crown Corp,Person,,CEO of Caisse de depot et placement du Quebec (CDPQ),,2,"QC pension fund, major infrastructure investor, REM",https://www.cdpq.com,,
Provincial_Dept_Officials,provincial,QC,,Crown Corp,Person,,President of Investissement Quebec,,2,"QC foreign investment attraction, business financing",https://www.investquebec.com,,
Provincial_Dept_Officials,provincial,QC,,Immigration,Person,Christine Frechette,"Minister of Immigration, Francisation and Integration",Christine Frechette,2,"QC immigration levels, francization, labour market",https://www.quebec.ca/gouvernement,,
Provincial_Dept_Officials,provincial,QC,,Municipal,Person,Andree Laforest,Minister of Municipal Affairs and Housing,Andree Laforest,2,"QC municipal relations, regional development",https://www.quebec.ca/gouvernement,,May overlap with Housing
Provincial_Dept_Officials,provincial,NB,,Government,Person,Susan Holt,Premier,Susan Holt,1,"Head of NB government, energy exports, bilingual services",https://www2.gnb.ca/content/gnb/en/premier.html,,Liberal government (2024)
Provincial_Dept_Officials,provincial,NB,,Finance,Person,,Minister of Finance and Treasury Board,,1,"NB budget, fiscal management",https://www2.gnb.ca/content/gnb/en/departments/finance.html,,New cabinet under Holt
Provincial_Dept_Officials,provincial,NB,,Economic Development,Person,,Minister of Economic Development,,2,"NB investment attraction, trade, forestry/energy",https://www2.gnb.ca/content/gnb/en/departments/economic_development.html,,New cabinet under Holt
